Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Towards a Wide Acceptance of Formal Methods to the Design of Safety Critical Software: an Approach Based on UML and Model Checking","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21410-8_47","Eduardo Rohde ErasLuciana Brasil Rebelo dos SantosValdivino Alexandre de Santiago JúniorNandamudi Lankalapalli Vijaykumar","2015","http://link.springer.com/chapter/10.1007/978-3-319-21410-8_47","Chapter"
"Microservices Identification Through Interface Analysis","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-67262-5_2","Luciano BaresiMartin GarrigaAlan De Renzis","2017","http://link.springer.com/chapter/10.1007/978-3-319-67262-5_2","Chapter"
"Cross-Community Interoperation between the EMERALD and Rule Responder Multi-Agent Systems","Rule-Based Reasoning, Programming, and Applications","","","","10.1007/978-3-642-22546-8_5","Kalliopi KravariTaylor OsmunHarold BoleyNick Bassiliades","2011","http://link.springer.com/chapter/10.1007/978-3-642-22546-8_5","Chapter"
"IncQuery-D: A Distributed Incremental Model Query Framework in the Cloud","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-319-11653-2_40","Gábor SzárnyasBenedek IzsóIstván RáthDénes HarmathGábor BergmannDániel Varró","2014","http://link.springer.com/chapter/10.1007/978-3-319-11653-2_40","Chapter"
"An Open Architecture for Service-Oriented Virtual Organizations","Programming Multi-Agent Systems","","","","10.1007/978-3-642-14843-9_8","Adriana GiretVicente JuliánMiguel RebolloEstefanía ArgenteCarlos CarrascosaVincente Botti","2010","http://link.springer.com/chapter/10.1007/978-3-642-14843-9_8","Chapter"
"Vectorization for Java","Network and Parallel Computing","","","","10.1007/978-3-642-15672-4_3","Jiutao NieBuqi ChengShisheng LiLigang WangXiao-Feng Li","2010","http://link.springer.com/chapter/10.1007/978-3-642-15672-4_3","Chapter"
"A Concurrent Object-Oriented Approach to the Eigenproblem Treatment in Shared Memory Multicore Environments","Computational Science and Its Applications - ICCSA 2011","","","","10.1007/978-3-642-21928-3_46","Alfonso NiñoCamelia Muñoz-CaroSebastián Reyes","2011","http://link.springer.com/chapter/10.1007/978-3-642-21928-3_46","Chapter"
"Semantic Sentiment Analysis of Twitter","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35176-1_32","Hassan SaifYulan HeHarith Alani","2012","http://link.springer.com/chapter/10.1007/978-3-642-35176-1_32","Chapter"
"Trends in Design of Ransomware Viruses","Innovative Security Solutions for Information Technology and Communications","","","","10.1007/978-3-030-12942-2_20","Vlad Constantin CraciunAndrei MogageEmil Simion","2019","http://link.springer.com/chapter/10.1007/978-3-030-12942-2_20","Chapter"
"Teaching Formal Methods for the Unconquered Territory","Teaching Formal Methods","","","","10.1007/978-3-642-04912-5_2","Nestor CatanoCamilo Rueda","2009","http://link.springer.com/chapter/10.1007/978-3-642-04912-5_2","Chapter"
"Programming of CAS Systems by Relying on Attribute-Based Communication","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_38","Yehia Abd AlrahmanRocco De NicolaMichele Loreti","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_38","Chapter"
"GEMBus Based Services Composition Platform for Cloud PaaS","Service-Oriented and Cloud Computing","","","","10.1007/978-3-642-33427-6_3","Yuri DemchenkoCanh NgoPedro Martínez-JuliaElena TorroglosaMary GrammatikouJordi JofreSteluta GheorghiuJoan A. Garcia-EspinAntonio D. Perez-MoralesCees de Laat","2012","http://link.springer.com/chapter/10.1007/978-3-642-33427-6_3","Chapter"
"Language-Centric Performance Analysis of OpenMP Programs with Aftermath","OpenMP: Memory, Devices, and Tasks","","","","10.1007/978-3-319-45550-1_17","Andi DrebesJean-Baptiste BréjonAntoniu PopKarine HeydemannAlbert Cohen","2016","http://link.springer.com/chapter/10.1007/978-3-319-45550-1_17","Chapter"
"Qbox-Services: Towards a Service-Oriented Quality Platform","Advances in Conceptual Modeling - Challenging Perspectives","","","","10.1007/978-3-642-04947-7_28","Laura GonzálezVerónika PeraltaMokrane BouzeghoubRaúl Ruggia","2009","http://link.springer.com/chapter/10.1007/978-3-642-04947-7_28","Chapter"
"Experiences in the Development of a Data Management System for Genomics","Data Management Technologies and Applications","","","","10.1007/978-3-319-94809-6_10","Stefano CeriArif CanakogluAbdulrahman KaitouaMarco MasseroliPietro Pinoli","2018","http://link.springer.com/chapter/10.1007/978-3-319-94809-6_10","Chapter"
"Streaming Model Transformations: Scenarios, Challenges and Initial Solutions","Theory and Practice of Model Transformations","","","","10.1007/978-3-642-38883-5_1","Jesús Sánchez CuadradoJuan de Lara","2013","http://link.springer.com/chapter/10.1007/978-3-642-38883-5_1","Chapter"
"Predicate Abstraction in a Program Logic Calculus","Integrated Formal Methods","","","","10.1007/978-3-642-00255-7_10","Benjamin Weiß","2009","http://link.springer.com/chapter/10.1007/978-3-642-00255-7_10","Chapter"
"Player Performance Evaluation in Team-Based First-Person Shooter eSport","Data Management Technologies and Applications","","","","10.1007/978-3-319-94809-6_8","David BednárekMartin KrulišJakub YaghobFilip Zavoral","2018","http://link.springer.com/chapter/10.1007/978-3-319-94809-6_8","Chapter"
"Towards a Flexible Assessment of Climate Impacts: The Example of Agile Workflows for the ci:grasp Platform","Leveraging Applications of Formal Methods, Verification and Validation. Specialized Techniques and Applications","","","","10.1007/978-3-662-45231-8_33","Samih Al-AreqiSteffen KriewaldAnna-Lena LamprechtDominik ReusserMarkus WrobelTiziana Margaria","2014","http://link.springer.com/chapter/10.1007/978-3-662-45231-8_33","Chapter"
"Narrative Controllability in Visual Reality Interactive Film","Design, User Experience, and Usability. User Experience in Advanced Technological Environments","","","","10.1007/978-3-030-23541-3_34","Jinning WangFeng Ye","2019","http://link.springer.com/chapter/10.1007/978-3-030-23541-3_34","Chapter"
"Information Security and Open Source Dual Use Security Software: Trust Paradox","Open Source Software: Quality Verification","","","","10.1007/978-3-642-38928-3_14","Mario SilicAndrea Back","2013","http://link.springer.com/chapter/10.1007/978-3-642-38928-3_14","Chapter"
"A Service Oriented Architecture for Exploring High Performance Distributed Power Models","Service-Oriented Computing","","","","10.1007/978-3-642-34321-6_59","Yan LiuJared M. ChaseIan Gorton","2012","http://link.springer.com/chapter/10.1007/978-3-642-34321-6_59","Chapter"
"Global Software Development with Cloud Platforms","Software Engineering Approaches for Offshore and Outsourced Development","","","","10.1007/978-3-642-02987-5_10","Pavan YaraRamaseshan RamachandranGayathri BalasubramanianKarthik MuthuswamyDivya Chandrasekar","2009","http://link.springer.com/chapter/10.1007/978-3-642-02987-5_10","Chapter"
"Multi-sided Platforms for the Internet of Things","Business Modeling and Software Design","","","","10.1007/978-3-319-94214-8_28","Thibault DegrandeFrederic VannieuwenborgSofie VerbruggeDidier Colle","2018","http://link.springer.com/chapter/10.1007/978-3-319-94214-8_28","Chapter"
"Information Artifact Evaluation with TEDSrate","Electronic Government","","","","10.1007/978-3-319-64677-0_30","Hans J. SchollWilliam Menten-WeilTim S. Carlson","2017","http://link.springer.com/chapter/10.1007/978-3-319-64677-0_30","Chapter"
"RESTful Integration of Heterogeneous Devices in Pervasive Environments","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-642-13645-0_1","Daniel RomeroGabriel HermosilloAmirhosein TaherkordiRussel NzekwaRomain RouvoyFrank Eliassen","2010","http://link.springer.com/chapter/10.1007/978-3-642-13645-0_1","Chapter"
"An Algorithm for Layout Preservation in Refactoring Transformations","Software Language Engineering","","","","10.1007/978-3-642-28830-2_3","Maartje de JongeEelco Visser","2012","http://link.springer.com/chapter/10.1007/978-3-642-28830-2_3","Chapter"
"Datalyzer: Streaming Data Applications Made Easy","Web Engineering","","","","10.1007/978-3-319-91662-0_34","Mario González-JiménezJuan de Lara","2018","http://link.springer.com/chapter/10.1007/978-3-319-91662-0_34","Chapter"
"BXE2E: A Bidirectional Transformation Approach for Medical Record Exchange","Theory and Practice of Model Transformation","","","","10.1007/978-3-319-61473-1_11","Jeremy HoJens WeberMorgan Price","2017","http://link.springer.com/chapter/10.1007/978-3-319-61473-1_11","Chapter"
"Reference Attribute Grammars for Metamodel Semantics","Software Language Engineering","","","","10.1007/978-3-642-19440-5_3","Christoff BürgerSven KarolChristian WendeUwe Aßmann","2011","http://link.springer.com/chapter/10.1007/978-3-642-19440-5_3","Chapter"
"Time Dependent Quantum Reactive Scattering on GPU","Computational Science and Its Applications - ICCSA 2011","","","","10.1007/978-3-642-21931-3_33","Leonardo PacificiDanilo NalliDimitris SkouterisAntonio Laganà","2011","http://link.springer.com/chapter/10.1007/978-3-642-21931-3_33","Chapter"
"Comparison of Large Graphs Using Distance Information","Parallel Processing and Applied Mathematics","","","","10.1007/978-3-319-32149-3_19","Wojciech CzechWojciech MielczarekWitold Dzwinel","2016","http://link.springer.com/chapter/10.1007/978-3-319-32149-3_19","Chapter"
"Retrieving Relevant and Interesting Tweets During Live Television Broadcasts","Current Trends in Web Engineering","","","","10.1007/978-3-319-24800-4_15","Rianne KapteinYi ZhuGijs KootJudith RediOmar Niamut","2015","http://link.springer.com/chapter/10.1007/978-3-319-24800-4_15","Chapter"
"Efficient Visualization of the Geometric Information of CityGML: Application for the Documentation of Built Heritage","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31125-3_40","Iñaki PrietoJose Luís IzkaraFrancisco Javier Delgado del Hoyo","2012","http://link.springer.com/chapter/10.1007/978-3-642-31125-3_40","Chapter"
"Combining Real and Virtual Research Environments through the Internet of Things","Virtual and Networked Organizations, Emergent Technologies and Tools","","","","10.1007/978-3-642-31800-9_8","Dieter UckelmannBernd Scholz-Reiter","2012","http://link.springer.com/chapter/10.1007/978-3-642-31800-9_8","Chapter"
"Cloud of Things Modeling for Efficient and Coordinated Resources Provisioning","On the Move to Meaningful Internet Systems. OTM 2017 Conferences","","","","10.1007/978-3-319-69462-7_12","Elie RachkidiDjamel BelaïdNazim AgoulmineNada Chendeb","2017","http://link.springer.com/chapter/10.1007/978-3-319-69462-7_12","Chapter"
"3D Audio Interface for Rich Mobile Web Experiences","Mobile Computing, Applications, and Services","","","","10.1007/978-3-642-29336-8_1","Victor K. Y. WuRoy H. Campbell","2012","http://link.springer.com/chapter/10.1007/978-3-642-29336-8_1","Chapter"
"Remote Management of a Large Set of Heterogeneous Devices Using Existing IoT Interoperability Platforms","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_49","Heleen VandaeleJelle NelisTim VerbelenChris Develder","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_49","Chapter"
"Towards Model Driven Tool Interoperability: Bridging Eclipse and Microsoft Modeling Tools","Modelling Foundations and Applications","","","","10.1007/978-3-642-13595-8_5","Hugo BrunelièreJordi CabotCauê ClasenFrédéric JouaultJean Bézivin","2010","http://link.springer.com/chapter/10.1007/978-3-642-13595-8_5","Chapter"
"Formalization and Automated Verification of RESTful Behavior","Computer Aided Verification","","","","10.1007/978-3-642-22110-1_43","Uri KleinKedar S. Namjoshi","2011","http://link.springer.com/chapter/10.1007/978-3-642-22110-1_43","Chapter"
"Extensible Specifications for Automatic Re-use of Specifications and Proofs","Software Engineering and Formal Methods","","","","10.1007/978-3-642-33826-7_23","Daniel MatichukToby Murray","2012","http://link.springer.com/chapter/10.1007/978-3-642-33826-7_23","Chapter"
"Deep Meta-modelling with MetaDepth","Objects, Models, Components, Patterns","","","","10.1007/978-3-642-13953-6_1","Juan de LaraEsther Guerra","2010","http://link.springer.com/chapter/10.1007/978-3-642-13953-6_1","Chapter"
"Ensuring Web Interface Quality through Usability-Based Split Testing","Web Engineering","","","","10.1007/978-3-319-08245-5_6","Maximilian SpeicherAndreas BothMartin Gaedke","2014","http://link.springer.com/chapter/10.1007/978-3-319-08245-5_6","Chapter"
"Exploit Prevention, Quo Vadis?","Security and Trust Management","","","","10.1007/978-3-319-68063-7_12","László ErdődiAudun Jøsang","2017","http://link.springer.com/chapter/10.1007/978-3-319-68063-7_12","Chapter"
"A
              2
              -VM : A Cooperative Java VM with Support for Resource-Awareness and Cluster-Wide Thread Scheduling","On the Move to Meaningful Internet Systems: OTM 2011","","","","10.1007/978-3-642-25109-2_20","José SimãoJoão LemosLuís Veiga","2011","http://link.springer.com/chapter/10.1007/978-3-642-25109-2_20","Chapter"
"ΣC: A Programming Model and Language for Embedded Manycores","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-642-24650-0_33","Thierry GoubierRenaud SirdeyStéphane LouiseVincent David","2011","http://link.springer.com/chapter/10.1007/978-3-642-24650-0_33","Chapter"
"End-User Development for the Internet of Things: EFESTO and the 5W Composition Paradigm","Rapid Mashup Development Tools","","","","10.1007/978-3-319-53174-8_5","Giuseppe DesoldaCarmelo ArditoMaristella Matera","2017","http://link.springer.com/chapter/10.1007/978-3-319-53174-8_5","Chapter"
"Digital Tom Thumb: A Digital Mobile and Geobased Signage System in Public Spaces Orientation","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_30","Letizia Bollini","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_30","Chapter"
"Socially-Aware Emergent Narrative","Agents for Educational Games and Simulations","","","","10.1007/978-3-642-32326-3_9","Sergio Alvarez-NapagaoIgnasi Gómez-SebastiàSofia PanagiotidiArturo Tejeda-GómezLuis OlivaJavier Vázquez-Salceda","2012","http://link.springer.com/chapter/10.1007/978-3-642-32326-3_9","Chapter"
"Securing Business Data on Android Smartphones","Mobile Web Information Systems","","","","10.1007/978-3-319-10359-4_18","Mohamed Ali El-SerngawyChamseddine Talhi","2014","http://link.springer.com/chapter/10.1007/978-3-319-10359-4_18","Chapter"
"Emergency Event Detection in Twitter Streams Based on Natural Language Processing","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_31","Bernhard KleinFederico CastanedoIñigo ElejaldeDiego López-de-IpiñaAlejandro Prada Nespral","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_31","Chapter"
"Realization Aspects of Multi-Radio Management Based on IEEE 802.21","Wired/Wireless Internet Communications","","","","10.1007/978-3-642-02118-3_10","Christian M. MuellerHarald EckhardtRolf Sigle","2009","http://link.springer.com/chapter/10.1007/978-3-642-02118-3_10","Chapter"
